# OCP data for Sony LFP positive electrode, delithiation
# sto,ocp
0.950255,3.444455
0.950199,3.444455
0.950144,3.444455
0.950089,3.444455
0.950033,3.444455
0.949978,3.444455
0.949922,3.444455
0.949867,3.444455
0.949812,3.444455
0.949756,3.444455
0.949701,3.444455
0.949645,3.444455
0.949590,3.444455
0.949535,3.444455
0.949479,3.444455
0.949424,3.444455
0.949368,3.444455
0.949313,3.444455
0.949258,3.444455
0.949202,3.444455
0.949147,3.444455
0.949091,3.444455
0.949036,3.444455
0.948981,3.444455
0.948925,3.444455
0.948870,3.444455
0.948815,3.444455
0.948759,3.444455
0.948704,3.444455
0.948648,3.444455
0.948593,3.444455
0.948538,3.444455
0.948482,3.444455
0.948427,3.444455
0.948371,3.444455
0.948316,3.444455
0.948261,3.444455
0.948205,3.444455
0.948150,3.444264
0.948094,3.444455
0.948039,3.444455
0.947984,3.444455
0.947928,3.444455
0.947873,3.444455
0.947817,3.444455
0.947762,3.444455
0.947707,3.444455
0.947651,3.444455
0.947596,3.444455
0.947540,3.444455
0.947485,3.444455
0.947430,3.444455
0.947374,3.444455
0.947319,3.444455
0.947263,3.444455
0.947208,3.444455
0.947153,3.444455
0.947097,3.444455
0.947042,3.444264
0.946986,3.444455
0.946931,3.444455
0.946876,3.444264
0.946820,3.444455
0.946765,3.444264
0.946709,3.444264
0.946654,3.444264
0.946599,3.444264
0.946543,3.444264
0.946488,3.444264
0.946432,3.444264
0.946377,3.444264
0.946322,3.444264
0.946266,3.444264
0.946211,3.444264
0.946156,3.444264
0.946100,3.444264
0.946045,3.444455
0.945989,3.444264
0.945934,3.444264
0.945879,3.444264
0.945823,3.444455
0.945768,3.444264
0.945712,3.444264
0.945657,3.444264
0.945602,3.444264
0.945546,3.444264
0.945491,3.444264
0.945435,3.444264
0.945380,3.444264
0.945325,3.444264
0.945269,3.444264
0.945214,3.444264
0.945158,3.444264
0.945103,3.444264
0.945048,3.444264
0.944992,3.444264
0.944937,3.444264
0.944881,3.444264
0.944826,3.444264
0.944771,3.444074
0.944715,3.444264
0.944660,3.444264
0.944604,3.444264
0.944549,3.444264
0.944494,3.444264
0.944438,3.444264
0.944383,3.444264
0.944327,3.444264
0.944272,3.444074
0.944217,3.444074
0.944161,3.444264
0.944106,3.444074
0.944050,3.444264
0.943995,3.444074
0.943940,3.444264
0.943884,3.444264
0.943829,3.444074
0.943774,3.444264
0.943718,3.444074
0.943663,3.444264
0.943607,3.444264
0.943552,3.444264
0.943497,3.444074
0.943441,3.444264
0.943386,3.444074
0.943330,3.444074
0.943275,3.444074
0.943220,3.444074
0.943164,3.444074
0.943109,3.444074
0.943053,3.444074
0.942998,3.444074
0.942943,3.444074
0.942887,3.444074
0.942832,3.444074
0.942776,3.444074
0.942721,3.444074
0.942666,3.444074
0.942610,3.444074
0.942555,3.444074
0.942499,3.444074
0.942444,3.444074
0.942389,3.444074
0.942333,3.444074
0.942278,3.444074
0.942222,3.444074
0.942167,3.444074
0.942112,3.444074
0.942056,3.444074
0.942001,3.444074
0.941945,3.444074
0.941890,3.444074
0.941835,3.444074
0.941779,3.444074
0.941724,3.444074
0.941668,3.444074
0.941613,3.443883
0.941558,3.443883
0.941502,3.444074
0.941447,3.444074
0.941392,3.444074
0.941336,3.443883
0.941281,3.444074
0.941225,3.443883
0.941170,3.443883
0.941115,3.444074
0.941059,3.444074
0.941004,3.444074
0.940948,3.443883
0.940893,3.444074
0.940838,3.443883
0.940782,3.443883
0.940727,3.444074
0.940671,3.443883
0.940616,3.443883
0.940561,3.444074
0.940505,3.443883
0.940450,3.444074
0.940394,3.443883
0.940339,3.443883
0.940284,3.443883
0.940228,3.444074
0.940173,3.443883
0.940117,3.443883
0.940062,3.443883
0.940007,3.443883
0.939951,3.443883
0.939896,3.443883
0.939840,3.443883
0.939785,3.443883
0.939730,3.443883
0.939674,3.443883
0.939619,3.443883
0.939563,3.443883
0.939508,3.443883
0.939453,3.443883
0.939397,3.443883
0.939342,3.443883
0.939286,3.443883
0.939231,3.443883
0.939176,3.443883
0.939120,3.443883
0.939065,3.443883
0.939009,3.443883
0.938954,3.443883
0.938899,3.443883
0.938843,3.443692
0.938788,3.443883
0.938733,3.443883
0.938677,3.443883
0.938622,3.443883
0.938566,3.443883
0.938511,3.443883
0.938456,3.443883
0.938400,3.443883
