# OCP data for Sony Graphite negative electrode, lithiation
# sto,ocp
0.019415,0.469856
0.019469,0.469284
0.019524,0.468711
0.019578,0.468330
0.019633,0.467757
0.019688,0.467185
0.019742,0.466613
0.019797,0.466231
0.019851,0.465659
0.019906,0.465277
0.019960,0.464705
0.020015,0.464133
0.020069,0.463751
0.020124,0.463179
0.020178,0.462607
0.020233,0.462225
0.020287,0.461653
0.020342,0.461081
0.020397,0.460699
0.020451,0.460127
0.020506,0.459555
0.020560,0.459173
0.020615,0.458791
0.020669,0.458219
0.020724,0.457647
0.020778,0.457265
0.020833,0.456693
0.020887,0.456312
0.020942,0.455739
0.020996,0.455358
0.021051,0.454785
0.021105,0.454213
0.021160,0.453832
0.021215,0.453259
0.021269,0.452878
0.021324,0.452305
0.021378,0.451924
0.021433,0.451352
0.021487,0.450970
0.021542,0.450398
0.021596,0.450016
0.021651,0.449635
0.021705,0.449062
0.021760,0.448490
0.021814,0.448109
0.021869,0.447536
0.021924,0.447155
0.021978,0.446773
0.022033,0.446201
0.022087,0.445819
0.022142,0.445247
0.022196,0.444866
0.022251,0.444293
0.022305,0.443912
0.022360,0.443530
0.022414,0.442958
0.022469,0.442576
0.022523,0.442004
0.022578,0.441623
0.022632,0.441050
0.022687,0.440669
0.022742,0.440287
0.022796,0.439715
0.022851,0.439333
0.022905,0.438952
0.022960,0.438380
0.023014,0.437998
0.023069,0.437616
0.023123,0.437044
0.023178,0.436663
0.023232,0.436281
0.023287,0.435709
0.023341,0.435327
0.023396,0.434755
0.023451,0.434373
0.023505,0.433992
0.023560,0.433610
0.023614,0.433038
0.023669,0.432657
0.023723,0.432275
0.023778,0.431703
0.023832,0.431321
0.023887,0.430940
0.023941,0.430558
0.023996,0.429986
0.024050,0.429604
0.024105,0.429223
0.024159,0.428650
0.024214,0.428269
0.024269,0.427887
0.024323,0.427506
0.024378,0.426934
0.024432,0.426552
0.024487,0.426171
0.024541,0.425789
0.024596,0.425407
0.024650,0.425026
0.024705,0.424454
0.024759,0.424072
0.024814,0.423691
0.024868,0.423309
0.024923,0.422737
0.024977,0.422355
0.025032,0.421974
0.025087,0.421592
0.025141,0.421211
0.025196,0.420638
0.025250,0.420257
0.025305,0.419875
0.025359,0.419494
0.025414,0.419112
0.025468,0.418731
0.025523,0.418349
0.025577,0.417777
0.025632,0.417395
0.025686,0.417014
0.025741,0.416632
0.025796,0.416251
0.025850,0.415678
0.025905,0.415297
0.025959,0.414915
0.026014,0.414534
0.026068,0.414152
0.026123,0.413771
0.026177,0.413389
0.026232,0.413008
0.026286,0.412626
0.026341,0.412245
0.026395,0.411672
0.026450,0.411291
0.026504,0.410909
0.026559,0.410528
0.026614,0.410146
0.026668,0.409765
0.026723,0.409383
0.026777,0.409002
0.026832,0.408620
0.026886,0.408239
0.026941,0.407666
0.026995,0.407475
0.027050,0.407094
0.027104,0.406712
0.027159,0.406331
0.027213,0.405759
0.027268,0.405377
0.027323,0.404996
0.027377,0.404614
0.027432,0.404232
0.027486,0.403851
0.027541,0.403469
0.027595,0.403088
0.027650,0.402706
0.027704,0.402325
0.027759,0.401943
0.027813,0.401562
0.027868,0.401180
0.027922,0.400799
0.027977,0.400417
0.028031,0.400036
0.028086,0.399654
0.028141,0.399273
0.028195,0.398891
0.028250,0.398510
0.028304,0.398128
0.028359,0.397746
0.028413,0.397365
0.028468,0.396983
0.028522,0.396602
0.028577,0.396220
0.028631,0.395839
0.028686,0.395457
0.028740,0.395266
0.028795,0.394885
0.028850,0.394503
0.028904,0.394122
0.028959,0.393550
0.029013,0.393359
0.029068,0.392977
0.029122,0.392596
0.029177,0.392214
0.029231,0.391833
0.029286,0.391642
0.029340,0.391260
0.029395,0.390879
0.029449,0.390497
0.029504,0.390116
0.029559,0.389734
0.029613,0.389353
0.029668,0.388971
0.029722,0.388590
0.029777,0.388399
0.029831,0.387827
0.029886,0.387445
0.029940,0.387064
0.029995,0.386873
0.030049,0.386491
0.030104,0.386110
0.030158,0.385728
0.030213,0.385537
0.030267,0.385156
0.030322,0.384774
0.030377,0.384393
0.030431,0.384011
0.030486,0.383630
0.030540,0.383248
0.030595,0.382867
0.030649,0.382485
0.030704,0.382294
0.030758,0.381913
0.030813,0.381531
0.030867,0.381150
0.030922,0.380768
0.030976,0.380578
0.031031,0.380196
0.031085,0.379814
0.031140,0.379433
0.031195,0.379051
0.031249,0.378670
0.031304,0.378288
0.031358,0.378098
0.031413,0.377716
0.031467,0.377335
0.031522,0.376953
0.031576,0.376762
0.031631,0.376381
0.031685,0.375999
0.031740,0.375618
0.031794,0.375236
0.031849,0.374855
0.031904,0.374664
0.031958,0.374282
0.032013,0.373901
0.032067,0.373710
0.032122,0.373328
0.032176,0.372947
0.032231,0.372565
0.032285,0.372184
0.032340,0.371993
0.032394,0.371612
0.032449,0.371230
0.032503,0.371039
0.032558,0.370658
0.032613,0.370276
0.032667,0.369895
0.032722,0.369704
0.032776,0.369322
0.032831,0.368941
0.032885,0.368559
0.032940,0.368369
0.032994,0.367987
0.033049,0.367605
0.033103,0.367415
0.033158,0.367033
0.033212,0.366652
0.033267,0.366461
0.033321,0.366079
0.033376,0.365698
0.033431,0.365316
0.033485,0.364935
0.033540,0.364744
0.033594,0.364553
0.033649,0.364172
0.033703,0.363790
0.033758,0.363599
0.033812,0.363027
0.033867,0.362836
0.033921,0.362455
0.033976,0.362073
0.034030,0.361882
0.034085,0.361501
0.034140,0.361119
0.034194,0.360929
0.034249,0.360547
0.034303,0.360356
0.034358,0.359975
0.034412,0.359593
0.034467,0.359212
0.034521,0.359021
0.034576,0.358830
0.034630,0.358449
0.034685,0.358067
0.034739,0.357876
0.034794,0.357495
0.034848,0.357113
0.034903,0.356732
0.034958,0.356541
0.035012,0.356160
0.035067,0.355778
0.035121,0.355587
0.035176,0.355206
0.035230,0.355015
0.035285,0.354633
0.035339,0.354252
0.035394,0.354061
0.035448,0.353680
0.035503,0.353489
0.035557,0.353107
0.035612,0.352726
0.035667,0.352535
0.035721,0.352153
0.035776,0.351963
0.035830,0.351581
0.035885,0.351200
0.035939,0.351009
0.035994,0.350627
0.036048,0.350437
0.036103,0.350055
0.036157,0.349673
0.036212,0.349292
0.036266,0.349101
0.036321,0.348910
0.036375,0.348529
0.036430,0.348147
0.036485,0.347957
0.036539,0.347575
0.036594,0.347384
0.036648,0.347003
0.036703,0.346812
0.036757,0.346430
0.036812,0.346240
0.036866,0.345858
0.036921,0.345477
0.036975,0.345286
0.037030,0.344904
0.037084,0.344714
0.037139,0.344332
0.037194,0.344141
0.037248,0.343760
0.037303,0.343569
0.037357,0.343187
0.037412,0.342997
0.037466,0.342615
0.037521,0.342424
0.037575,0.342043
0.037630,0.341661
0.037684,0.341471
0.037739,0.341280
0.037793,0.340898
0.037848,0.340517
0.037903,0.340326
0.037957,0.340135
0.038012,0.339754
0.038066,0.339563
0.038121,0.339181
0.038175,0.338800
0.038230,0.338609
0.038284,0.338228
0.038339,0.338037
0.038393,0.337655
0.038448,0.337464
0.038502,0.337083
0.038557,0.336892
0.038612,0.336701
0.038666,0.336320
0.038721,0.335938
0.038775,0.335748
0.038830,0.335366
0.038884,0.335175
